0	78	1	31	100	121	76	99	120	9	46	60	112	43	99	120	10	34	22	63	69	99	120	0	91	61	35	41	100	120	42	67	56	92	120	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	47	10	82	48	24	86	64	116	73	26	42	115	138	104	48	71	15	95	38	25	110	100	81	21	26	42	2	112	15	69	21	33	59	41	33	63	90	18	100	81	88	133	28	102	77	73	26	42	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0
68	73	1	62	86	84	93	127	73	70	3	107	2	98	79	51	69	14	37	128	89	72	21	28	30	42	67	58	13	33	2	98	79	51	29	2	98	72	21	29	106	62	72	21	29	59	28	72	21	29	108	23	102	74	29	104	82	29	57	31	90	68	21	25	28	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	37	56	144	49	136	76	6	131	32	91	23	117	2	140	9	76	105	114	2	57	37	13	137	7	9	84	74	2	125	83	76	41	92	22	94	21	26	42	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326
75	78	1	30	15	58	13	29	28	30	29	60	112	1	125	4	41	103	47	50	88	32	80	79	43	40	51	50	88	41	68	5	92	120	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	47	10	82	48	24	86	64	116	73	26	42	115	138	104	48	71	15	95	38	25	110	100	81	21	26	42	2	112	15	69	21	33	59	41	33	63	90	18	100	81	88	133	28	102	77	73	26	42	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0
75	78	1	30	15	58	13	29	28	30	29	60	112	1	125	4	41	103	47	50	88	32	80	79	43	40	51	50	88	41	68	5	92	120	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	47	10	82	48	24	86	64	116	73	26	42	115	138	104	48	71	15	95	38	25	110	100	81	21	26	42	2	112	15	69	21	33	59	41	33	63	90	18	100	81	88	133	28	102	77	73	26	42	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0
0	78	1	31	100	121	76	99	120	9	46	60	112	43	99	120	10	34	22	63	69	99	120	0	91	61	35	41	100	120	42	67	56	92	120	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	47	10	82	48	24	86	64	116	73	26	42	115	138	104	48	71	15	95	38	25	110	100	81	21	26	42	2	112	15	69	21	33	59	41	33	63	90	18	100	81	88	133	28	102	77	73	26	42	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0
75	78	1	30	15	58	13	29	28	30	29	60	112	1	125	4	41	103	47	50	88	32	80	79	43	40	51	50	88	41	68	5	92	120	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	47	10	82	48	24	86	64	116	73	26	42	115	138	104	48	71	15	95	38	25	110	100	81	21	26	42	2	112	15	69	21	33	59	41	33	63	90	18	100	81	88	133	28	102	77	73	26	42	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0
68	73	1	62	86	84	93	127	73	70	3	107	2	98	79	51	69	14	37	128	89	72	21	28	30	42	67	58	13	33	2	98	79	51	29	2	98	72	21	29	106	62	72	21	29	59	28	72	21	29	108	23	102	74	29	104	82	29	57	31	90	68	21	25	28	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	37	56	144	49	136	76	6	131	32	91	23	117	2	140	9	76	105	114	2	57	37	13	137	7	9	84	74	2	125	83	76	41	92	22	94	21	26	42	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326
68	73	1	62	86	84	93	127	73	70	3	107	2	98	79	51	69	14	37	128	89	72	21	28	30	42	67	58	13	33	2	98	79	51	29	2	98	72	21	29	106	62	72	21	29	59	28	72	21	29	108	23	102	74	29	104	82	29	57	31	90	68	21	25	28	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	37	56	144	49	136	76	6	131	32	91	23	117	2	140	9	76	105	114	2	57	37	13	137	7	9	84	74	2	125	83	76	41	92	22	94	21	26	42	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326
75	78	1	30	15	58	13	29	28	30	29	60	112	1	125	4	41	103	47	50	88	32	80	79	43	40	51	50	88	41	68	5	92	120	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	47	10	82	48	24	86	64	116	73	26	42	115	138	104	48	71	15	95	38	25	110	100	81	21	26	42	2	112	15	69	21	33	59	41	33	63	90	18	100	81	88	133	28	102	77	73	26	42	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.33333333333333326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0
18	78	1	45	95	114	55	126	68	5	42	67	43	117	53	69	68	5	120	96	16	38	12	71	69	115	124	38	101	75	83	97	69	48	118	52	101	120	18	119	66	25	42	67	41	45	87	24	72	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	47	10	82	48	24	86	64	116	73	26	42	115	138	104	48	71	15	95	38	25	110	100	81	21	26	42	2	112	15	69	21	33	59	41	33	63	90	18	100	81	88	133	28	102	77	73	26	42	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0
