1	6	12	1
1	6	12	1
3	5	10	1
1	6	12	1
1	6	12	1
0	5	10	1
3	5	10	1
1	6	12	1
0	5	10	1
3	5	10	1
0	5	10	1
1	6	12	1
0	5	10	1
0	5	10	1
0	5	10	1
0	5	10	1
1	5	10	0
1	9	13	0
1	5	10	0
1	7	14	0
1	7	14	0
1	5	10	0
3	6	11	0
3	9	13	0
3	7	14	0
0	9	13	0
0	8	12	0
0	9	13	0
0	6	11	0
0	7	14	0
0	9	13	0
0	7	14	0
